cnpj loja,cnpj destinatário,fornecedor,nota,peças,valor unitario,loja,bandeira,data
99621920423870,47664606087837,cauduro esportes ltda,133024409,2,36,insurrection,veste,20230531
99621920423870,47664606087837,cauduro esportes ltda,133024409,6,57,insurrection,veste,20230531
99621920423870,47664606087837,cauduro esportes ltda,133024409,6,57,insurrection,veste,20230531
99621920423870,47664606087837,cauduro esportes ltda,133024409,30,13,insurrection,veste,20230531
99621920423870,47664606087837,cauduro esportes ltda,133024409,6,113,insurrection,veste,20230531
79987647710463,38627937707448,surf co ltda,460025446,1,151,sports rua,veste,20230531
79987647710463,38627937707448,surf co ltda,460025446,2,151,sports rua,veste,20230531
79987647710463,38627937707448,surf co ltda,460025446,2,151,sports rua,veste,20230531
79987647710463,38627937707448,surf co ltda,460025446,1,151,sports rua,veste,20230531
79987647710463,38627937707448,surf co ltda,460025446,1,191,sports rua,veste,20230531
79987647710463,38627937707448,surf co ltda,460025446,2,191,sports rua,veste,20230531
79987647710463,38627937707448,surf co ltda,460025446,2,191,sports rua,veste,20230531
79987647710463,38627937707448,surf co ltda,460025446,1,191,sports rua,veste,20230531
79987647710463,38627937707448,mosca negra confeccoes e comercio ltda,567973967,2,76,sports rua,veste,20230531
79987647710463,38627937707448,mosca negra confeccoes e comercio ltda,567973967,1,76,sports rua,veste,20230531
79987647710463,38627937707448,mosca negra confeccoes e comercio ltda,567973967,2,76,sports rua,veste,20230531
79987647710463,38627937707448,mosca negra confeccoes e comercio ltda,567973967,1,76,sports rua,veste,20230531
79987647710463,38627937707448,mosca negra confeccoes e comercio ltda,567973967,1,76,sports rua,veste,20230531
79987647710463,38627937707448,mosca negra confeccoes e comercio ltda,567973967,2,76,sports rua,veste,20230531
79987647710463,38627937707448,mosca negra confeccoes e comercio ltda,567973967,1,76,sports rua,veste,20230531
79987647710463,38627937707448,mosca negra confeccoes e comercio ltda,567973967,2,76,sports rua,veste,20230531
79987647710463,38627937707448,mosca negra confeccoes e comercio ltda,567973967,1,76,sports rua,veste,20230531
79987647710463,38627937707448,mosca negra confeccoes e comercio ltda,567973967,1,76,sports rua,veste,20230531
35205935154772,89017391765483,surf co ltda,193918334,1,151,j g - sports shopping,veste,20230531
35205935154772,89017391765483,surf co ltda,193918334,2,151,j g - sports shopping,veste,20230531
35205935154772,89017391765483,surf co ltda,193918334,2,151,j g - sports shopping,veste,20230531
35205935154772,89017391765483,surf co ltda,193918334,1,151,j g - sports shopping,veste,20230531
35205935154772,89017391765483,surf co ltda,193918334,1,191,j g - sports shopping,veste,20230531
35205935154772,89017391765483,surf co ltda,193918334,2,191,j g - sports shopping,veste,20230531
35205935154772,89017391765483,surf co ltda,193918334,2,191,j g - sports shopping,veste,20230531
35205935154772,89017391765483,surf co ltda,193918334,1,191,j g - sports shopping,veste,20230531
00116636301703,26016122194929,arezzo industria e comercio s.a.,736417540,2,191,sports rua,veste,20230531
00116636301703,26016122194929,arezzo industria e comercio s.a.,566000473,3,45,sports rua,veste,20230531
00116636301703,26016122194929,arezzo industria e comercio s.a.,566000473,10,45,sports rua,veste,20230531
00116636301703,26016122194929,arezzo industria e comercio s.a.,566000473,2,45,sports rua,veste,20230531
82680876005190,52696568983570,mf gestão de franquias ltda,461181862,20,95,crf são bento,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,14,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,14,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,3,14,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,14,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,14,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,14,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,14,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,3,14,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,14,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,24,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,24,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,3,24,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,3,24,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,19,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,19,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,19,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,3,19,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,19,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,19,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,12,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,3,24,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,6,18,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,18,18,crf lg cutelo,crf,20230531
34585850594947,68735801235280,malharia rikam ltda,288023589,12,18,crf lg cutelo,crf,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,1,63,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,63,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,63,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,1,63,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,1,145,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,145,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,145,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,1,145,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,136,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,136,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,136,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,1,136,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,41,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,41,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,41,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,1,41,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,1,41,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,150,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,150,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,1,150,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,1,140,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,140,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,140,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,42,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,1,42,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,1,42,cru são bentro,cru,20230531
22883502308973,09185040949136,braziline industria e comercio ltda,892190118,2,42,cru são bentro,cru,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,1,56,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,2,125,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,2,70,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,4,38,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,4,34,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,2,34,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,7,45,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,2,38,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,3,75,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,5,75,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,2,75,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,3,28,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,3,75,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,5,27,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,3,27,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,5,11,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,5,20,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,4,27,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,4,80,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,m wildner vestuario,597008434,4,60,pequeno vitório,pequeno,20230531
68101111994107,30186351960797,rtm confeccoes eireli,819210423,1,127,pequeno vitório,pequeno,20230531
76664452767987,42231732600205,4md comercio de embalagens eireli,102949951,400,3,insurrection,veste,20230531
76664452767987,42231732600205,4md comercio de embalagens eireli,102949951,100,4,insurrection,veste,20230531
76664452767987,42231732600205,alpar  do brasil ind.com.ltda,864891875,1,67,insurrection,veste,20230531
76664452767987,42231732600205,alpar  do brasil ind.com.ltda,864891875,2,67,insurrection,veste,20230531
76664452767987,42231732600205,alpar  do brasil ind.com.ltda,864891875,2,67,insurrection,veste,20230531
76664452767987,42231732600205,alpar  do brasil ind.com.ltda,864891875,1,67,insurrection,veste,20230531
76664452767987,42231732600205,alpar  do brasil ind.com.ltda,864891875,1,140,insurrection,veste,20230531
76664452767987,42231732600205,alpar  do brasil ind.com.ltda,864891875,2,140,insurrection,veste,20230531
76664452767987,42231732600205,alpar  do brasil ind.com.ltda,864891875,2,140,insurrection,veste,20230531
76664452767987,42231732600205,alpar  do brasil ind.com.ltda,864891875,1,140,insurrection,veste,20230531
13118748658368,87327354142157,underdog company ltda,394170366,6,77,j g - sports shopping,veste,20230531
13118748658368,87327354142157,underdog company ltda,394170366,7,133,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,3,66,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,2,88,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,2,88,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,1,154,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,2,154,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,2,154,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,1,154,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,1,207,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,1,207,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,1,207,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,1,207,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,2,207,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,2,207,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,1,207,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,1,145,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,2,145,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,2,145,j g - sports shopping,veste,20230531
13118748658368,87327354142157,rc brazil ltda,762535007,1,145,j g - sports shopping,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,2,215,sports rua,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,5,215,sports rua,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,7,215,sports rua,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,4,215,sports rua,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,2,215,sports rua,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,5,215,sports rua,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,7,215,sports rua,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,4,215,sports rua,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,6,120,sports rua,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,1,250,sports rua,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,2,110,sports rua,veste,20230531
95545098534600,91563808420886,high company ltda,225805891,1,135,sports rua,veste,20230531
95545098534600,91563808420886,4md comercio de embalagens eireli,863761847,300,3,sports rua,veste,20230531
95545098534600,91563808420886,4md comercio de embalagens eireli,863761847,600,4,sports rua,veste,20230531
95545098534600,91563808420886,underdog company ltda,509852055,6,77,sports rua,veste,20230531
95545098534600,91563808420886,underdog company ltda,509852055,7,133,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,2,88,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,2,88,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,154,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,2,154,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,2,154,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,154,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,207,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,207,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,207,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,207,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,2,207,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,2,207,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,207,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,145,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,2,145,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,2,145,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,145,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,123,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,123,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,123,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,344497697,1,123,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,842563344,2,255,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,842563344,4,255,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,842563344,4,255,sports rua,veste,20230531
95545098534600,91563808420886,rc brazil ltda,842563344,2,255,sports rua,veste,20230531
95545098534600,91563808420886,alpar  do brasil ind.com.ltda,431539767,3,55,sports rua,veste,20230531
95545098534600,91563808420886,alpar  do brasil ind.com.ltda,431539767,3,101,sports rua,veste,20230531
95545098534600,91563808420886,alpar  do brasil ind.com.ltda,431539767,3,106,sports rua,veste,20230531
95545098534600,91563808420886,alpar  do brasil ind.com.ltda,431539767,3,101,sports rua,veste,20230531
78393968353477,71675110546725,devanlay ventures do brasil com. imp. exp. e part. ltda,457554553,11,220,wpedro - veste centro,veste,20230531
78393968353477,71675110546725,devanlay ventures do brasil com. imp. exp. e part. ltda,457554553,1,281,wpedro - veste centro,veste,20230531
80788428264918,99080794929891,arell importacao e comercio ltda,223219083,6,109,crf são bento,crf,20230531
80788428264918,99080794929891,arell importacao e comercio ltda,223219083,6,109,crf são bento,crf,20230531
80788428264918,99080794929891,arell importacao e comercio ltda,223219083,12,73,crf são bento,crf,20230531
80788428264918,99080794929891,arell importacao e comercio ltda,223219083,12,73,crf são bento,crf,20230531
80788428264918,99080794929891,arell importacao e comercio ltda,223219083,12,73,crf são bento,crf,20230531
80788428264918,99080794929891,arell importacao e comercio ltda,223219083,6,73,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,5,70,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,1,232,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,2,232,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,2,232,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,1,232,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,1,173,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,3,173,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,2,173,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,2,173,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,1,173,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,1,173,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,8,131,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,2,148,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,2,148,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,2,148,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,3,148,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,3,148,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,1,107,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,2,107,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,1,107,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,170147674,2,107,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,120438755,8,173,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,120438755,16,173,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,120438755,20,173,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,120438755,11,173,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,120438755,3,173,crf são bento,crf,20230531
80788428264918,99080794929891,adidas do brasil ltda,120438755,2,173,crf são bento,crf,20230531
30238247654765,32561652442133,arell importacao e comercio ltda,737372746,6,109,crf são bento centro,crf,20230531
30238247654765,32561652442133,arell importacao e comercio ltda,737372746,6,73,crf são bento centro,crf,20230531
30238247654765,32561652442133,arell importacao e comercio ltda,737372746,6,73,crf são bento centro,crf,20230531
30238247654765,32561652442133,arell importacao e comercio ltda,737372746,6,73,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,1,232,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,2,232,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,2,232,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,1,232,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,2,148,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,2,148,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,2,148,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,3,148,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,3,148,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,2,107,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,4,107,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,4,107,crf são bento centro,crf,20230531
30238247654765,32561652442133,adidas do brasil ltda,337788409,2,107,crf são bento centro,crf,20230531
44685054293185,99970466268868,arell importacao e comercio ltda,268451977,6,73,crf ubatuba,crf,20230531
44685054293185,99970466268868,arell importacao e comercio ltda,268451977,6,73,crf ubatuba,crf,20230531
44685054293185,99970466268868,arell importacao e comercio ltda,268451977,6,73,crf ubatuba,crf,20230531
44685054293185,99970466268868,arell importacao e comercio ltda,268451977,6,73,crf ubatuba,crf,20230531
87397091045614,13374169696974,4md comercio de embalagens eireli,655376159,350,3,insurrection ubatuba,veste,20230531
58506179172224,67467603028445,arell importacao e comercio ltda,217169409,6,73,crf lg cutelo,crf,20230531
58506179172224,67467603028445,arell importacao e comercio ltda,217169409,6,73,crf lg cutelo,crf,20230531
58506179172224,67467603028445,arell importacao e comercio ltda,217169409,6,73,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,2,123,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,5,123,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,7,123,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,4,123,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,2,123,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,1,123,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,1,173,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,1,173,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,1,173,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,3,173,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,5,173,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,5,173,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,2,173,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,1,173,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,2,173,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,1,148,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,2,148,crf lg cutelo,crf,20230531
58506179172224,67467603028445,adidas do brasil ltda,507099115,1,148,crf lg cutelo,crf,20230531
37164240505432,40587685339375,arell importacao e comercio ltda,624333055,6,73,crf são joão,crf,20230531
37164240505432,40587685339375,arell importacao e comercio ltda,624333055,6,73,crf são joão,crf,20230531
37164240505432,40587685339375,arell importacao e comercio ltda,624333055,6,109,crf são joão,crf,20230531
37164240505432,40587685339375,arell importacao e comercio ltda,624333055,12,73,crf são joão,crf,20230531
37164240505432,40587685339375,adidas do brasil ltda,705498410,2,173,crf são joão,crf,20230531
37164240505432,40587685339375,adidas do brasil ltda,705498410,5,173,crf são joão,crf,20230531
37164240505432,40587685339375,adidas do brasil ltda,705498410,7,173,crf são joão,crf,20230531
37164240505432,40587685339375,adidas do brasil ltda,705498410,3,173,crf são joão,crf,20230531
37164240505432,40587685339375,adidas do brasil ltda,705498410,2,173,crf são joão,crf,20230531
37164240505432,40587685339375,adidas do brasil ltda,705498410,1,173,crf são joão,crf,20230531
37164240505432,40587685339375,adidas do brasil ltda,705498410,1,123,crf são joão,crf,20230531
37164240505432,40587685339375,adidas do brasil ltda,705498410,2,123,crf são joão,crf,20230531
37164240505432,40587685339375,adidas do brasil ltda,705498410,2,123,crf são joão,crf,20230531
37164240505432,40587685339375,adidas do brasil ltda,705498410,1,123,crf são joão,crf,20230531
83259832273820,11711381697532,arell importacao e comercio ltda,818938954,6,73,crf iriri,crf,20230531
83259832273820,11711381697532,arell importacao e comercio ltda,818938954,12,73,crf iriri,crf,20230531
83259832273820,11711381697532,adidas do brasil ltda,857509271,2,162,crf iriri,crf,20230531
83259832273820,11711381697532,adidas do brasil ltda,857509271,5,162,crf iriri,crf,20230531
83259832273820,11711381697532,adidas do brasil ltda,857509271,4,162,crf iriri,crf,20230531
83259832273820,11711381697532,adidas do brasil ltda,857509271,1,162,crf iriri,crf,20230531
83259832273820,11711381697532,adidas do brasil ltda,857509271,7,162,crf iriri,crf,20230531
83259832273820,11711381697532,adidas do brasil ltda,857509271,2,162,crf iriri,crf,20230531
83259832273820,11711381697532,adidas do brasil ltda,857509271,1,116,crf iriri,crf,20230531
83259832273820,11711381697532,adidas do brasil ltda,857509271,2,116,crf iriri,crf,20230531
83259832273820,11711381697532,adidas do brasil ltda,857509271,1,116,crf iriri,crf,20230531
83259832273820,11711381697532,adidas do brasil ltda,857509271,2,116,crf iriri,crf,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,3,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,3,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,3,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,6,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,6,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,6,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,5,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,4,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,1,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,1,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,1,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,2,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,2,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,2,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,2,102,insurrection,veste,20230531
14562127215473,52394238958969,tess industria e comercio ltda,461028513,1,102,insurrection,veste,20230531
17196292754500,99777813171965,devanlay ventures do brasil com. imp. exp. e part. ltda,360465009,3,130,wpedro - veste centro,veste,20230531
03135343738812,81763088521818,adidas do brasil ltda,626787962,2,173,crf são bento centro,crf,20230531
03135343738812,81763088521818,adidas do brasil ltda,626787962,5,173,crf são bento centro,crf,20230531
03135343738812,81763088521818,adidas do brasil ltda,626787962,7,173,crf são bento centro,crf,20230531
03135343738812,81763088521818,adidas do brasil ltda,626787962,4,173,crf são bento centro,crf,20230531
03135343738812,81763088521818,adidas do brasil ltda,626787962,2,173,crf são bento centro,crf,20230531
